,topic,comment
699,16,"Since the mods didnt do it I fact-checked both:Harris stated she wasn't trying to take our firearms Fact-check 1: Kamala Harris expressed support for a mandatory gun buyback program in 2019 Trump believes in better control of who is purchasing. Harris stated there was no agenda for late term abortion Fact-check 2: Multiple states have no restrictions on it, a woman can find out late that her child has mental or physical defects and terminate the day of in some states i.e. the Virginia governor in 2019 proposed and advocated for late term and in his own words ""have a discussion with the mother on what to do with the 'child' after it is born"" verbatim. Tim Walz also removed reporting requirements for children who were ""botched abortions"" and left to die. Trump believes in the exceptions such as gr*pe but in early term. Harris stated Trump praised white-supremacist calling them fine people Fact-check 3: the rest of that sentence from Trump (you can look it up) was as follows ""I’m not talking about the neo-Nazis and the white nationalists because they should be condemned totally."" Trump was speaking on the people protesting the removal of national monuments who were both for and against it. Harris stated Trump organized J6 Fact-check 4: He didn't organize it, he wasn't even there. He was asked to make a statement and he urged them to be lawful and respectful as it is their right to protest (you can still find these tweets) and no one was armed. It went sideways when the ges ta po began beating the protestors which there is video evidence of. Police did die later and of completely unrelated reasons. Kamala however was there and there's recording of Pelosi saying nah to national guard when it got out of hand. Weird... Also note: She said J6 was the worst moment in American history since the CW the eve of the anniversary of 9/11. Extra weird... Harris blamed Trump for the border issues Fact-check 5: Brandon appointed her in control of the border because of the ""surge of people they needed to move"" knowing their was an influx of ""visitors"". There is also video of this. Trump didnt turn down the border law, Republicans refused it because it came with ""deviled details"" that instructed anyone who DOES cross cannot be detained so in essence they were trying to be sneaky and the Center of Immigration reported Bidens deal would do nothing if not make it worse. Trump tried to build a wall, Harris stated it wouldn't do anything to help, now she wants to build the wall all of a sudden. Strange. Bonus: Harris stated all the corrupt politicians that worked for Trump whom he fired now support her. This is true. And Walz family, Harris own father, and a good chunk of the Democrat and Independent party now support Trump creating the Unity Party."
700,2,Enough. “They are eating your dogs!!” was the worst piece of propagandist drivel ever uttered by an American presidential candidate. Mr Trump screamed it on National TV while losing a debate. That was it for me. Voting blue for Country and decency.🇺🇸💙
701,-1,It's a darn shame but it seems like the US is definitely on a downward spiral. What in the world makes Kamala Harris qualified as commander in chief? Why don't we have strong male leadership that can take on this country make it better for all. Protect the women to keep them safe out of harms way. Reference Romans Chapter 1 verse 25. And the song...Lola (girls will be boys and boys girls) this world in headed in the wrong direction.
702,17,Only trump
703,13,Trump 2024 baby
704,6,WHO is the winner
705,-1,All these people are quoting and saying the exact same words they were fed.
706,-1,Funny these people believe the crooked corporate media..they quote the media word for word.
707,4,Martinez Kenneth Lewis Lisa White Robert
708,-1,TRUMP2024!! 🇺🇸 🇺🇲 🇺🇸 🇺🇲 🇺🇸 🇺🇲
709,-1,"Regardless of how good either candidate can debate, here is the Last 4 years economic summary : ( pls vote Republican)In its new Quarterly Banking Profile report, the FDIC , US banks reported $21.3 billion in net charge-offs in the second quarter of the year, due largely to credit card delinquencies and sour commercial real estate loans.That’s the Highest quarterly net charge-off rate since the second quarter of 2013 and 20 basis points higher than the same period last year as customers continue to battle higher interest rates and inflation. /The Daily Hodl/ Digital economy."
710,-1,He is a LUNATIC😂
711,-1,People are stupid.
712,-1,UK Fox seems heaps more civilised than in Australia or the US.
713,16,"EVERYTHING TRUMP SAID WAS TRUE! I have seen videos on X concerning these issues! TRUMP 2024! As far as what the man said about abortion...Pres Trump said that in certain cases such as rape, and complicated pregnancies to save the life of the mother, he agrees a abortion is necessary! Y'all are another biased news only giving one side...SMH"
714,-1,"The silly American is angry with their politicians, AND rightfully so.AND the CONMAN saw the opportunity to play the ANTI-Politician? Making Promises, Deflecting Truth and blaming THOSE OTHER GUYS. Everything the American People WANTED to hear WAS EXAGGERATION. A BILLIONAIRE who convinced those poor SOPS he was one of them. THATS ALOT of IGNORANT ACCEPTANCE."
715,25,"Reminds me of The Andy Griffith Show characters talking about Ernest T. Bass. ""He's a nut!"""
716,14,he’s a great businessman lost money on a casino sold chump steak sold water out of the local pond flew round decrepit airplanes spent £2 billion pounds on a worthless tower in Chicago the list goes on
717,-1,"Historicaly, ever since the Civil War, the Economy of this Country is better when Democrats are running it, even Trump, before he ""switched Parties,"" agreed with it"
718,15,Trump is crazy
719,-1,He couldn’t run a raffle without everyone’s help
720,-1,"How was this reporting allowed on sky news Australia, I really thought that would be against there policy"
721,0,Harris won
722,10,U say voters entrenched then u imply debate night is decisiveU can’t have both be true
723,15,Every breath Trump takes is stolen oxygen.
724,-1,Democrats STEAL ELECTIONS
725,0,"Communist China is supporting Harris, Democrats will vote for trump"
726,-1,"Accept a ""looser"" is the american version of Brexit."
727,-1,"Like in many countries, both sides of politics are shockingly terrible, but for different reasons. Where are the true Libertarians?"
728,0,Trump will win. Now that Harris is still being fact checked. They tried to make him look bad and his haters fell for it. Harris has absolutely nothing to offer to help improve this country. That’s a fact too
729,0,Vote Harris 👍🇺🇸💙💙💙💙💙🔵🔵🔵
730,28,Wow Sky news is posting negative opinions about trump? Man that’s good to to see. Now if news max would do the same! Then fox! This country would be heaven on earth without all of the corporations combined lies they put out there threw these corporate self interest “news channels” that gets people to vote for these maga republicans who work solely for them!
731,-1,"""Yesterday, we discussed the Presidential debates. I think my perspective is not entirely objective, since I'm a Trump supporter.Kamala Harris didn't answer clearly about inflation, which might be used against her. On the other hand, Trump used controversial examples to emphasize the immigration issue, which might attract undecided voters.As a foreign observer and Trump supporter, I believe his promise to end the war is an important factor. Americans must decide who will be their leader."""
732,0,Only boomers are voting for trump.Anyone under 50 will vote Harris.
733,-1,He is our only option.
734,3,Beautiful intelligent women
735,-1,"This crazy man Trump is about to increase our tax by 20% but he can’t see that , which outta tell ya that he’s really not wise when it comes to the economy he just doesn’t see where he’ll start a tariff war with china again. Vote Kamala Walz"
736,-1,tRump in leg irons 2024!
737,-1,Anyone who still supports Trump needs help 😮
738,-1,He can do a much better job than Kamla can I’m voting Trump all red ticket
739,14,"A good businessman? With six bankruptcies, lawsuits for fraud, tax cheating, numerous failed business, 4,000 business related lawsuits in 4 decades of doing business? WTH?Not including ajudicated rapist, convicted felon on 34 counts, stealing classified documents, twice impeached traitor and insurrectionist. Some people have mush for brains."
740,29,Vote blue!!!🔵 🔵 🔵 🔵
741,0,NEXT PRESIDENT OF THE UNITED STATES. HARRIS NEXT LOSER.
742,14,The. Man. Filed. For. Bankruptcy. 9. Times
743,6,Trump. Is. Losing. His. Mind
744,1,Kamala Harris and Tim Waltz for the White House 🏡. Please NO FELANS allowed in the White House 😊
745,15,Trump totally sucks.
746,2,I say as Trump: Save a tree eat a beaver!😂😂😂😂
747,-1,"How ignorant are people? How can someone have their head so deep in the sand? How can people not believe that there are Haitians eating cats, dogs, ducks?? How do they not know that babies are killed at nine months? Do people not read anymore? Did they just sit glued to a stupid TV set? The ignorance and idiocy in this country is blowing my mind!"
748,14,Why do people think Trump is a good businessman he has went bankrupt to avoid paying people their job money I think that makes him a bad business man never vote for him never will
749,15,Why is he there in the race for President??? He is a convicted felon!!!!!
750,5,"No one in America seems to vote on the actual issues, the problems in the United States that , if left to fester, will develop into major, society crushing crisis. No. They prefer to vote on social issues like abortion, transgender rights, race.. etc, or ""how they feel"" about a candidate. Right now Americans are doing the equivalent of rearranging deck chairs on the Titanic."
